full_text,sentiment
@yangmi3prnew Sepuluh tiang listrik bisa buat beli mobil mewah,1
@tempodotco Janji yg mustahil dipenuhi lebih baik bahasa nya kurangi import BBM 50% - 60%.. Maksimalkan penggunaan energi dalam negeri.. Mulai dengan 1 KK maksimal miliki 1 mobil selebihnya harus dihancurkan... Kendaraan PNS BUMN wajib menggunakan motor listrik.. Lakukan dengan benar,0
@Muslim_AntiPKI9 ANGKANYA MIRIP PROJECT IKN JIKA TDK SALAH 470 T MUNGKIN BANSOS UNTUK BANGUN IKN KALAU AKU YG PEGANG AKU (SELAIN SOSIAL) BUAT PABRIK MOBIL LISTRIK NASIONAL BATERAINYA BIAYAI PROYEK²KEMANDIRIAN BERJALAN ALUTSISTA BIKIN RSUD DI BANYAK KECAMATAN² DI INDONESIA DSB² LAGI. @DPR_RI,0
@Meios3i @shitlicious Kayanya bisa kaya di mobil listrik Tapi gak tau deh bisa di motor atau engganya,1
@SiaranBolaLive pake mobil listrik yg dapat subsidi pemerintah wkwkwkw,1
@kring_pajak halo kak boleh tau mobil listrik mana aja yang boleh memanfaatkan insentif ppn PMK 8 dan 9/2024? aku mau beli bingou EV nih besok. Bisa di kreditin ga?,1
Mau beli mobil listrik tp gak dpt tempat parkir tambahan di apart. Sudah full pak yg antri mobil ke2 banyak . Ya udah deh.....,0
@nengNINGIE mobil listrik,1
Fess! Mau tanya aku mau beli mobil listrik dan sekarang alhamdulillah uangku udah terkumpul 475.000. Baiknya beli mobil merk apa yach? Pliss no salty soalx aku baru pertama kali mau beli mobil. -TIA,1
@SelebtwitMobil Mobil canggih memerlukan daya listrik yg tinggi itu sebabnya rawan rusak dan terbakar.,0
@convomf mobil listrik aja nder,1
@BaseBDG YA DIPAKE LAH lukira gw makan pake apa ? batu? motor mobil di isi pake apa? air ujan? belum bayar kosan listrik dll lu kira hidup jaman dinosaurus? tnggal digoa? ngapain gua? napak tilas?,0
@Bambangmulyonoo Mengentaskan kemiskinan melalui penyediaan lapangan kerja lewat pertambangan perkebunan mobil listrik ternyata gagal yang bisa ya lewat dagang sapi posisi mentri² kabinet.,0
@SelebtwitMobil Gak nyangka sih mobil listrik bisa mencapai angka penjualan sebesar ini. Jauh dari prediksi lima tahun lalu (perkembangan nya cepat),1
@RandomWorldWar Semoga cuma mobil doang yg nunggak ( listrik air pamnya lancar),0
Kembali seputar tetangga Kok ada yah orang yg betah dengerin suara token listrik abis ganggu banget loh. Dan orangnya mampu kok punya mobil punya motor tiap sore jajanan lewat di beli. Tapi itu tokennya kehabisan mulu,0
Ini yg ngotot proyek mobil listrik pikirannya rusak dari lahir kayaknya eksekusinya kaga jelas,0
Buset petir gedee langsung bikin mati listrik bentar n mobil orang bunyi,0
@SeliaAisnith @ElaineCelestia Airev dipake nanjak paling bagus sih kalau mobil listrik,1
George Russel tidak bisa ke garis finish karena mengalami crash sabar ya bang george di balapan berikut pakai mobil listrik aja biar tidak ada masalah siap kami bantu #Russel #PLN #PLNSULUTTENGGO,1
@adriel_hendro Wuling Binguo EV ngebuktikiin kl mobil listrik ga cuma tentang kinerja tapi juga tttg kenyamanan dan gaya hidup modern,1
@AlifKhoiruddin hasyahh premium premium harang ki ncen kapitalis pemilik mobil listrik iki,0
sini kak liat2 mobil listrik kak masuk dulu kak liat unit. ga nyetrum ko.,1
industry otomotif dengan menawarkan produk-produk elektrik yang sesuai dengan kebutuhan konsumen. Saat ini $ASII menjual 6 model Mobil bettery elektrik (BEV) Dan 13 model Mobil hybrid elektrik (HEV) di Indonesia serta sepeda motor listrik EM1 e. Dengan rencana Penambahan,1
@gagahmei Uji emisi disana ketat ci Beda kalo disini mobil listrik aja pernah ga lolos uji emisi wkwkwkwk,0
Ya Allah ku belum siap ngadepin kasus expired lg tolonglah naikin produksi mobil listrik itu,1
@convomf Bukan sepi job lagi tapi udah di banned karena insiden mengendara mobil dalam keadaan mabuk dan menabrak gardu listrik. Kontrak dia dicancel semua. Di Sokor nyetir dalam keadaan mabuk termasuk kesalahan fatal di mata publik,0
@cimolbbb @northsukkmay @convomf nyetir mobil dengan kadar alkohol berlebih sampe dia nabrak semacam gardu atau box listrik gitu,0
@hansssolo penguasaan critical minerals ini akan sangat berdampak pembuatan peralatan mobil listrik phovoltaic panel solar cell dll terkait energi terbarukan digital semiconductor solder industri stabilizer untuk kemasan makanan sehat dsb.,0
@pramuhtialll mana besok tanggal bagus dan banyak promo dan malam ini mantengin live jam 8 malam buat dapetin mobil hp sepeda listrik dll. semuanya cuma ada di #MobilAgyaRp1diShopeeLive,1
Mobil listrik kalo kena banjir konslet kaga ya ?,0
@bambeebi @convomf Dia tuh awalnya DUI bawa mobil sambil mabok trus nabrak properti apaa gitu sampe 1 blok listrik mati beberapa jam eh dianya kabur. Semenjak itu dicancel deh trus dia ada up sg part time di coffee shop(?) pas dicross check ke pemiliknya saeron ga kerja di situ-,0
@jaluwibowoaji Belum cukup resource energinya mas. Kalo sekarang baru ada yang namanya Regenerative Braking di mobil listrik mayan bisa nambah daya batre.,1
@magicpetalism Kendaraan listrik semakin mendominasi jalan-jalan! Yuk mari kita #NgobrolinEVdiITS untuk berbagi ide dan pengalaman tentang penggunaan mobil listrik dan masa depan mobilitas berkelanjutan,1
@ilysatepadang biaya pemeliharaan mobil listrik lebih murah kan? hemat banget! #NgobrolinEVdiITS,1
@clueless_violet @jsuhmanis @pnsdaerahjelata BerKebalikan sm yg ngomongin IKN katanya ada mobil terbang tiang listrik bs bicara kerja di atas pohon,0
@convomfs kalo belom termasuk listrik air segala macem si kayanya kurang ya. belum lagi mobil kan perawatan nya mahal. tapi pinter2 ngaturnya aja si kalo memang butuh pasti cukup,0
wdyt 4 juta sebulan buat hidup keluarga 4 orang kendaraan mobil 1 gak termasuk cicilan listrik air dll wilayah luar jabodetabek? cukup gak?,1
@Pai_C1 lagi ngelamun itu liat aja tatapan ksng entah kmana pusing buat bayar utang di warung mana beras gula minyak gas pada abis di rumah token listrik juga udah meraung raung dari semalem kalo w di posisi yg bawa mobil udah klakson panjang itung bantuin ibu nya biar sadar,0
motor/mobil gratis - Sudah terisi token listrik sebesar 100k Masa sewa masih hingga 11 Juni boleh masuk dari bulan ini. Biaya 3.2 jt bisa nego. Silakan bagi yang minat.,1
bersama kulkas bersama - Parkir bisa motor/mobil gratis - Keamanan terjamin - Sudah terisi token listrik sebesar 100k - Terdapat rooftop untuk menjemur pakaian Masa sewa masih hingga 11 Juni boleh masuk dari bulan ini. Biaya 3.2 jt bisa nego. Silakan bagi yang,1
@ipoksamidub 1000 spbu dari total 47.000 di seluruh dunia Pak. Dan bakal diubah jadi pengisian mobil listrik. Saya kira tidak ada yg aneh.,1
Mobil listrik emang menarik tapi untuk sekarang ini bukan opsi terbaik kalau dipake buat pergi jarak jauh. Ketersediaan jumlah SPKLU sama durasi isi batrenya perlu jadi pertimbangan juga. Just my 2cents,0
@WongAlasRoban Ditekan demi kesuksesan mobil listrik pdhl di negara2 barat prtumbuhn mobil listrik relatif lambat!,0
@nobitaro Tadi sih liat motor (tergantung tipe) dan mobil udah pada bisa. Klo jalan ya semata kaki lebih dikitlah kemarin tuh sedengkul dan di tempat gua berdiri pagi ini udah air. Masih mati listrik.,0
@geloraco Mobil dan motor listrik gak laku Pertalite dihapus PPN dinaikan. Pendapatan negara bukan di cari dr BUMN atau apa tapi gimana memeras rakyatnya krn pendapatan negara harus buat bayar hutang negara,0
@innovacommunity Buat baterai mobil listrik bisa ya kak? Katanya baterai mobil listrik kalau ke buka apinya ga bisa mati sampai elemen litiumny abis?,0
@anonjawa gini2 pemerintah mau promosiin mobil listrik anjeng!!!,0
@aan__ Nggak kebayang kalo ada yg kebelet kencing ada lansia atau anak kecil mobil yg bensinnya menipis mobil listrik yg persenannya sisa 1/2.. Ngerii,0
@kumparan Jaman pak @iskan_dahlan kita dibanjiri oleh inovasi anak negeri pada mobil listrik jaman luhut dibanjiri mobil listrik china,1
@CV_KP_Mandiri Negara lain berlomba2 ciptakan mobil listrik hybrid hydrogen. Ini malah kembali ke jaman batu.,0
Tukang service lemari es makenya mobil BMW terbaru. Mending gw kursus jadi tukang service listrik atau sebagainya aja tau gitu yee. Lah duitnya gede.,1
@NOTASLIMBOY Mobil listrik masih disubsidi ga sih?,1
@carlanox1 @MichelAdam7__ Kan udah di buat Pembuatan TV pembuatnya disalahkan Mobil selo versi Sport listrik kata pemerintah gak lulus bla bla bla tapi malah di beli Malaysia Dan masih banyak lagi,0
di ikn nanti kalo banjir minimal ada mobil tebang dan tiang listrik penunjuk arah yoman ga?,0
banyak teman2 yg bicara nikel padahal menurut data penggunaan LFP(bahan untuk mobil listrik/pesaing nikel) meningkat setiap tahun. Transisi mobil dgn bahan bakar bensin ke listrik juga kelihatannya susah direalisasikan.,1
@innovacommunity Isinya kek kumpul mobil tamiya listrik semua pasti,1
@MasMasBiassaa @didepancangkir @kelixmann @wizcayn Kayak make mobil listrik maksudnya.,1
risih jir bayangin abang grabcar ga kenal samsek tapi udh berani bilang sayang+nanya privasi punya mantan ga? abis praktek langsung dilamar ya? dsb bahkan gw ingetin tu mobil mau nabrak tiang listrik pas dia main hp malah bilang wah udh cocok jadi makmum makmum pala lu bjirr,0
@NarasiNewsroom Transisi Energi hanya ilusi Kawan kenyataannya mau aja Di palak sama Opung biar pake Mobil atao motor listrik Buat yang mau pake kendaraan listrik pikir 2 kali dah nikel nya kan rusakin alam Indonesia,0
@ustadchen bayar utang papa mama beli motor baru/mobil second buat papa beli laptop buat aku modalin usaha jualan mama beli token listrik beli asuransi kesehatan buat sekeluarga,1
untuk pertama kalinya dlm hidup ngeliat mobil maju mundur sendiri krn gempa. kabel listrik sampe goyang segitunya,0
GEMPA LG SUPER GEDE lg survey ril tiang listrik bergelombang mobil maju mundur,0
Batre hp 33%. Nyolok listrik demi air pake inverter ke mobil. Lumayan bisa isi beberapa ember cuci muka cuci piring ngecharge 2 hp.,1
@gara_nam Ngapain beresin transportasi umum Nanti mobil listriknya gmn kan yg punya pejabat jg.. kalian yg ngebantu kesuksesan pejabat dg beli mobil listrik kan,1
@NinaCarla07 Hahahaaaa rasain. Sana naik mobil terbang sama ngobrol sama tiang listrik.,0
Pengen beli mobil listrik ah pajaknya murah bangett,1
@707Anzyllo Mobil listrik nya toyota kemarin liat bagus atau ioniq 6,1
@detikcom Keren .... Tiang listrik bisa jawab juga ngeles kalo mobil terbangnya erorrr,0
@ariarjiwinata02 @NissanID Di Mall Karawaci udah Fast Charging 25kW jadi ngisi 50kw ya sekitar 2-3 jaman om. Tapi kan klo batere mobil listrik 0-75% nya cepet. Nanti 75%-100% nya yg lama,1
@becausemikhael @aimr0d Duit segitu juga buatku mending ambil mobil lain juga. Entahlah belum tertarik mobil listrik sampe sekarang wkwk,0
@ridwanhr Mobil hybrid itu maksudnya bisa pake bensin bisa pake listrik ya?,1
@terjelabak ㅤㅤ Saat panggilan diterima matanya tertuju pada mobil yang terparkir di dekat tiang listrik. Keluar lo udah di depan masjid gue. ucapnya lalu mematikan panggilan untuk menggerakkan motornya lebih dekat ke mobil yang diperkirakan milik Adam. @terjelabak,1
wah bus baru burulas keren bgt ya mobil listrik gitu,1
@Wonbiw Betul sekali kalau potretan gini suka banyak still-cuts fotonya huhu. Makanya engga heran selalu banyak slidenya.. pangerannya kebetulan lagi charger mobil (mobil listrik jaman sekarang) cinderellanya agak modern gitu yaa..,1
@Dandhy_Laksono oligarkinya belum masuk kesana masih sibuk main simcity dan mobil listrik,0
Spesifikasinya Luas Tanah (L x P) : 89 Luas Bangunan : 159 Status Sertifikat : SHM Jumlah lantai : 2 5 Kamar Tidur : 5 Kamar Mandi : 3 Daya Listrik : 7700 Carpot : 2 mobil 2 motor Furnish : sem - Point Lokasi : nilai Plus dari posisi dan lingkungan - Buka Harga di 2 9M Bisa,1
@qseokmin Takut tiba-tiba ilang ye hyung? :3. Gw kira ntu dah ilang soalnya setau gw dah harus ganti ke token dah. Kalo dah nunggak bisa-bisanya dapet denda dan listrik diputus. Kenapa yang dikorbanin mobil gw??? Ntu punya gw pliss,0
Izin share lagi info kos punya mimin di semarang tembalang daerah klipang sendangmulyo rswn unimus sambiroto kedungmundu tv kulkas tiap kamar parkir mobil ac kasur double spring bed km dalam lemari dll 1.5jt include listrik bs keluarga/berdua jg. dm for more info,1
@Minnie_imut Relatif mbak..rmh gde bgtu..kdg..ada yg daya listriknya..77va..di tambah yg 3.pasenya..6600va..itu biasanya..khususon chas mobil listrik..itu biasanya..lo.,0
Oper kontrakan rumah jakal bawah km 6 5 ke UGM April juni 1 6 perbulan saja sudah bersih masi sisa 3 bulan(bayar per 3 bulan) 2 kamar -1 ac -km dalemclost duduk shower -springbed -meja kerja -dapur -include listrik -wifi -24jam -parkir garasi /bisa mobil -perumahan Ruang,1
@KoranNetWork Congrats Anda Layak Dapet 1 unit Rumah Premium di IKN plus Air Listrik GRATiS Sembako Gratis BPJS Gratis Sekolah SD Sampe Kuliah Gratis lulus Kuliah langsung kerja d pabrik Mobil Esemka start Gaji Rp 30jt fuk.,1
bukbar bukber bukbar bukber di imah token listrik ges disada pajarkeun ker markiran mobil alat berat ku tatangga mah bray,0
@panjatsosialyuk @tanyakanrl ngecas sepeda listrik ga tiap hari yg on trus paling cm kulkas cas hp lampu. mesin buat nyuci mobil paling seminggu 2x nyuci baju tiap hari krn emg laundry letak ngarangnya dmn? kurang2in iri hati ga semua org listriknya dibawah 1jt/bulan,0
@literarybase Udah ada mobil terbang masa masih pake tiang listrik,0
@C4k_D3pp Menghayal Mobil terbang esemka saja sudah hampir 10 tahun belum terwujud eeeh tambah lagi tiang listrik pintar nti cuma pintar bikin janji palsu itu si tiang listriknya.,0
di cucian mobil karyawan: mas ini kacanya turunin mau gw lap gw: tar dulu nyalainnya aj gimana gw bingung. *lalu buka yutub nyalain mobil wuling listrik*,0
@adarwis Mending beli BYD soal mobil listrik LoL ^_^,1
anjir pertama kali bawa mobil listrik norak bgt guaaaaaa tp seseneng itu wkakak kecil bet kek bajaiiii aseli dahh meskipun kurang paham pencetannya gimana,1
@SelebtwitMobil Klo udh punya jgn lupa e-toll no limit plus siapin mobil plat ganjil genap dan mobil listrik biar efisien.,1
@harisutomo12 bener om kita bisa test drive mobilnya paling menarik test drive mobil EV dari Wuling sih penasaran pasti rasanya bawa mobil listrik,1
@jendzberengsek Andai pemangku kebijakan di Republik ini pahm tentu Negara Kesatuan Republik Indonesia akn SWASEMBADA PESAWAT (jaman Soeharto/N250) SWASEMBADA MOBIL LISTRIK (jaman sby) swasembada ES EM K (LUPA JAMAN SOPO) tpi yg terjadi SWASEMBADA SEMBAKO kpd rakyat untuk melanggengkan tahta,0
@innovacommunity Mobil listrik emang ga perlu ganti gigi karena ga perlu gear box. That beings said sampe sekalian tombolnya diilangin sih bener2 ridiculous,1
@LiongkyTan Kecuali mobil listrik ga ada transmisinya juga,1
1. Ada mobil terbang 2. Kotanya maju 3. Tidak ada kabel listrik sembarangan 4. Penuh dengan kalangan atas dari hiburan bintang lima sampai hotel bintang lima. 5. Dijaga dan dibuat oleh 'The Family' 6. Melakukan transfromasi dari tempat menyedihkan ke kota bintang 5 tebak apa?,1
@adjin_ @RandomWorldWar Pajak ap? Itu mobil listrik dh dpt keringanan pajak malah,1
single bed -lemari kayu 2 pintu -meja belajar -parkiran luas bisa untuk mobil -include listrik (bukan token) -lanjut ke bapak kostnya (1 3jt per bulan),1
bila tidak keadaan perang Gaza saat ini si onim NPC mngkn bisa membangun starlink sprti Elon musk atau mendirikan pabrik mobil listrik n syg saja pemerintah saat ini tidak melihat kehebatan si onim NPC ini tuk kemajuan negeri tercinta,0
@axlentdesign @RandomWorldWar Mas ini mobil listrik mas,1
@tanyakanrl Ikn mau jdi dunia harry potter yah kok bisaa ada mobil terbang sama tiang listrik ngomong,0
@TataGassing2 @ARSIPAJA Mobil terbang vs Tiang listrik = Mencret,0
BARU GUE UPDATE SOAL MOBIL TERBANG eh tiba2 ada tiang listrik itu. Haft,0
@FrustRayhan @ridwanhr Pengen mobil listrik murah tapi spesifikasi nya mobil mainan mall mall,0
@currenteaa WOSKWOKA AKU BAWA MOBIL TD KE KAMPUS trus kena tiang listrik gt pas mau mundur.. kek keseret TP ANEHNY DIA PENYOK JG BIL,0
@adarwis yah kan ai bisa dikontrol ma yg bisa ngontrol lah makanya banggain deh tuh serba Ai mobil listrik,1
@Widino @dismakstore Semoga Dismak makin bejibun pembelinya. Semoga mas Dino makin banyak yang ngasih2 produk yang bagus termasuk ada yang ngasih mobil listrik. Kalau saya cukup dikirimi 1 box teh itu aja deh makasih sebelumnya,1
@txtdalansae @vadraaa @adarwis Jumlah mobil listrik vs mobil biasa?,1
@sicupuh @ridwanhr Masih oke kok ini. Jauuh lbh baik dari Kurnia. Kaya mobil listrik bocil.,1
tiang listrik menjawab arah mobil terbang besok apalagi? toilet semua gender? kurang2in lah ngisepnya.,0
@duniaafantasi bayarin aku mobil listrik om.,0
@dita_wr Mobil terbang? Tiang listrik bisa jawab pertanyaan?? Tuh benerin dulu sistem kalo ngurus apapun masih minta upload2/ fotocopy ktp..,0
@ilytreethousand @adarwis apakah mobil listrik bisa ngecas baterainya pas lagi jalan ?,0
@RandomWorldWar lbh mirip mobil odong2 pake aki yg di mall2 sih ini msh jauh dikatakan sbg mobil listrik yg proper,0
@RandomWorldWar Ini mobil gak bisa disebut proper sebuah mobil listrik apalagi ada embel-embel listriknya wkwkwk dan juga menurut kabar orang-orang ini mobil pun juga belum dikirim ke para pembeli - pembelinya gini amat bisnis mobil-mobilan,0
@ARSIPAJA yang ada mobil terbangnya nyangkut kabel listrik.,0
@afannni @ridwanhr Biasa ini mah bisnis mobil-mobilan mau mobil listrik yg sangat murah tapi dapetnya mobil mainan gini eh ternyata harganya lama kelamaan di Mark up dah gitu juga mobil nya belum dikirim ke para pembeli nya juga,0
@rendangkane Akwkwkwk anying .. bayangin aja negara maju yg punya mobil terbang tp di jalannya masih ada tiang listrik,0
@ARSIPAJA Mobil udah terbang kok masih pake tiang listrik?,0
@RandomWorldWar Waktu testride kemarin yg pameran kendaraan listrik nih mobil rasanya kayak gak ada suspensi,0
@RandomWorldWar Safety concern juga kacau ini kayaknya. Control unit interior panel bodi lebih mirip mobil aki dibanding mobil kelasnya yg proper mobil listrik meskipun ukurannya mirip2. Seingat saya dulu mau dijual 70-100jt an napa gede bener naik harganya,0
@RandomWorldWar Manfaatin momen lagi hype mobil listrik lalu kasih harga gak ngotak,0
@tanyakanrl rel kereta memiliki emisi elektromagnetik / medan magnet karena ada arus listrik. paparan medan magnet yang terjadi saat kereta melintasi rel dapat memengaruhi ECU pada mobil sehingga mesin mobil bisa tiba-tiba mati saat melintas di atas rel kereta.,0
@ARSIPAJA Imajinasi yg tdk sinkron. Semua karena ngayal tok. Bukan bicara cetak biru. Ada mobil terbang tapi masih pakai tiang listrik? Padahal IKN dibangun dari nol. Kenapa tidak pakai kabel bawah tanah untuk aliran listrik? Aneh,0
@adarwis Leave the world behind.. mobil tesla malfungsi.. ketika mobil listrik cacat ketika di kendarai.. lu auto ga selamat bos.. ga bisa ngapa in..,0
@ARSIPAJA Lama-lama nih IKN akan berakhir seperti Saranjana dan Mentira saking futuristiknya nih kota sampai tiang listrik bisa jawab arah... Ujung-ujungnya akan berakhir jadi kota gaib baru di Kalimantan.... Mobil gaibnya juga udah ada khan ESEMKA lah namanya,0
@ARSIPAJA Masih pake tiang listrik?? Padahal ada konsep mobil terbang. Ini koq makin kesana makin kesini yaak? Samar-samar tercium aroma ngibulization,0
@maulanafikri455 Disalip mobil listrik,1
@txtdalansae @adarwis Sebenernya mobil kalau dr tweet d atas yg ditakutkan kan AI nya. Toh ga semua mobil listrik AI nya sekomplek tesla. Air ev wuling kan ya biasa2 aja. Cenderung naik bombomcar versi advance,1
@ARSIPAJA Futuristik sih tapi apa gk macet tuh kalau tiap bingung ada mobil berhenti buat tanya ke tiang listrik,0
@kompascom Sosok manusia mantan jenderal yg mendegradasi kemampuan anak2 bumi Pertiwi. Jangankan hanya garmen mobil listrik dan panel Surya hasil dan produk tercanggih pun Indonesia bisa buat Apa yg tdk bisa dibuat oleh rakyat Indonesia yg jago berinovasi tinggal support pemerintah saja,1
@ridwanhr Orang China sendiri bahkan ga terlalu minat sama mobil listrik kyk gini,0
@ridwanhr Desain nya jelek banget sih asli menurut gw. Dah gitu harganya mepet-mepet ke harga Mobil Listrik yang beneran proper sebagai mobil listrik juga Wkwkwk,0
@ridwanhr Ini Mobil Mainan Alibaba kok berani banget jualan produknya di mari dah gitu harganya mirip-mirip dengan mobil listrik yang bener² proper mobil listrik wkwkwk,1
@lovebyvanilla @tanyakanrl Nga soalna si bapak itu duduk adem di mobil listrik na dia,1
@txtdrberseragam pke mobil listrik biar lebih cuan,1
@detikcom Dikarenakan banyak tiang listrik akhirnya mobil terbang batal diadakan di IKN,0
@ARSIPAJA KATANYA KOTA CANGGIH. PAKE MOBIL TERBANG SEGALA KOK MASIH ADA TIANG LISTRIK ANJIR GOBLOK,0
@GP_1508 Mobil terbang angkot terbang tiang listrik penunjuk arah fiksional amat sih pemikirannya permasalahan akut macam pemerataan akses transum jalur KA ketenagakerjaan dll masih amburadul malah cosplay Mao Zedong mau bikin The Great Leap Forward part 2 kyk nya,0
@ARSIPAJA Kendaraanya mobil terbang tp masih ada tiang listrik gwe cuma takut mobil nyangkut dikabel listrik.....,0
@ARSIPAJA Mobil terbang Tiang Listrik Bisa Jawab Arah Parkir Air Sumur Resapan,0
@ARSIPAJA Mobil terbang masih bisa dimaklumi kalo tiang listrik bisa jawab ini gimana y apa mungkin yang dimaksud itu cctv,1
@ARSIPAJA mobil terbang tapi masih ada tiang listrik? sebego itukah,0
@sonswsw @MorphoMenelausX Kan katanya mau bikin jalan tol tp mobil listrik doang yg bole naek,0
@detikcom Apa gak takut klo mobil terbangnya nyangkut di tiang listrik?,0
@FlareUp_9 @innovacommunity Betul apalagi sekarang kompetitor mobil listrik china dah mulai masuk ke indo.. Mana harganya lebih murah ketimbang mobil hybrid toyota lagi wkwkwk,0
@detikcom Mobil terbang kalo kepentok tiang listrik rusak,0
@ARSIPAJA Pake tiang listrik? Fix mobil terbang cuman hayalan,0
@maulanafikri455 Bayangin balap mobil listrik. Cuma suara ban ga ada suada revvingnya.,1
@MorphoMenelausX Punya mobil? harus listrik lho di sana,1
@ARSIPAJA Tiang listrik sama mobil terbang ..terserahlah anda kan penguasa,0
@ARSIPAJA Yuk genjot ppn 12% buat beli mobil listrik,0
@detikcom Duh ngeri amat ada mobil terbang nya tapi masi ada tiang listrik plus kabel listrik seliweran gtu bikin peer take off landing gak sih ???,0
@Dikadaniswaraa ONOK TIANG LISTRIK PENUNJUK ARAH COK BAYANGNO TALAH Mobil terbang dikeki tiang listrik kurang sangar opo,0
Mau ada mobil terbang kok pasang tiang listrik,0
@detikcom Mobil terbang tiang listrik kesangkut,0
@ARSIPAJA bakal ada mobil terbang tapi kabel listrik masih pake tiang,0
Sangat NO nemen mobil listrik cilik kotak sabun iki mlaku pelan ndek jalur kanan dewe,0
@detikcom di kalimantan timur listrik nya ngak kuat pak nanti mobil nya ngak bisa di charger,0
Namun faktor-faktor itu sebenarnya tidak terlalu diperhatikan para investor. Para penguasa uang tahu persis bahwa mobil listrik yang emisi karbonnya nol itu berjalan dengan jejak karbon yang amat tinggi.,0
@OposisiCerdas Kalau mobil terbang sih melihat rekam jejak ESEMKA sih percaya. Tapi kalau tiang listrik g mungkinlah. Masa tiang listriknya pintar pdahal yg bikin planga plongo.,0
@EMaahardhika @detikcom kalo ada tiang listrik nanti mobil terbangnya bisa nyangkut dong?,0
@puspaswarna Mereka mungkin menyamakan mobil terbang serupa layangan kalau nyangkut di tiang listrik tinggal disodok pakai galah. Memang abcurutnitas versi pejabat tidak terhingga.,0
@ridwanhr enaknya kalau banyak duit bosen tinggal beli mobil listrik haha,1
@kkpunasional Klo studi banding pilihnya ke negara maju lah koq hasil aplikasinya mau bikin mobil terbang kombinasi tiang listrik Hadooooooohh mending nyimeng emang drpd liat kelakuan pejabrut,0
@detikcom Elon ajah blom kepikiran mobil terbang bapak udah duluan loch. Mantabs. . Padahal skrg ini lg transisi k mobil listrik ini udah ke mobil terbang.,0
@detikcom Mobil Terbang x Tiang Listrik Kagak Nyambung x Krik krik krik Kota berteknologi tinggi itu tidak ada lagi tiang-tiangan atau tower-toweran termasuk tidak ada tiang traffic light tidak ada tower 5G dan pastinya utilities semua bawah tanah. Apalagi mau ada mobil,0
@detikcom Lama - lama IKN ini jadi semacam project halu orang tua dgn alesan pindah ibukota. Segala mobil terbang tiang listrik jawab arah.. Apalagi besok? Ada robot otonom yg bisa ngerjain banyak hal? Tolol.,0
@ARSIPAJA mobil terbangnya nyakut di kabel listrik nanti,0
@OposisiCerdas Masa' katanya ''kota modern'' Tapi masih pakai TIANG LISTRIK''. Nanti mobil terbang nya tersangkut tiang listrik.,0
@detikcom Bagus dah biar banyak mobil nyangkut di tiang listrik,0
Cicilan rumah dp 0%: 10-15jt Sekolah anak: 5-8jt Cicilan mobil: 10jt Belanja bulanan: 3jt Bensin dan tol: 1-3jt Entertainment: 6jt Listrik dan air: 1jt Sisanya bayar asuransi bayar iuran ini itu di sekolah nabung dan investasi,0
@arsyilfadhli mobil terbang tiang listrik pokoknya harus masukin banyak buzzword ya,1
@detikcom Tiang listrik ? Harusnya kota modern itu tidak ada tiang listrik Kebayang nanti mobil terbangnya nyangkut di kabel listrik,0
@s_bobul slain halu ide mobil terbang karo tiang listrik ki wes lucu ra ketemu ergonomis e,0
@detikcom Mobil Tabang dan tiang listrik penunjuk arah.... Doraemon Nobita sizuka gayen....kotak ajaib.... mantap Teruskan ngibul jilid 3,0
@detikcom Mobil terbang dan tiang listrik yg bs menjawab arah itu gmn konsepnya dahh,1
@detikcom Mobil terbang melalui tol langit tiang listrik menjawab arah tiang telpon mengalirkan listrik air kering api dingin sapu tebang pokoknya akan banyak teknologi super tinggi,0
@detikcom Mobil terbang dan tiang listrik. Hmmmm kombinasi yang menarik,1
@OposisiCerdas Pikirkan nasib masyarakat lokal jaga eksistensi &amp; keberadaan mereka yg sudah turun temurun tinggal di sana . Berikan dampak positif bagi warga lokal agar kehidupannya bisa lebih maju &amp; sejahtera itu lebih baik daripada bicarakan mobil terbang atau tiang listrik pintar .,0
@detikcom IKN semakin mau dibuat mistik spti itu. Serem juga programnya. Mobil terbang seperti Terbangnya Angling Darma dan Mak Lampir. Tiang listrik yg bisa membaca arah. Rakyat dpt apa dari itu semua. ________________ Jgn² IKN hanya ilusi bagi yg berambisi.,0
@detikcom Lah masih pake tiang listrik? Bakalan nyangkut di kabel tu mobil terbang wkwk,0
@Saham_fess Nunggu keluarin mobil listrik,1
Produsen mobil terkemuka yang dikenal atas merek-merek seperti Jeep dan Dodge ini baru-baru ini mengumumkan investasi strategisnya di perusahaan eVTOL Archer yang mengejar visi untuk menghadirkan kendaraan terbang listrik ke pasar konsumen.,1
@islah_bahrawi Pemimpin yg katanya byk kerja sj hgga kini itu program Swasembada Pangan &amp; Mobil Listrik Asemka tdk jua terealisasi apalagi kini diserahkan pd Pemimpin&amp;Wapres yg byk molor kerja ditangani para Staff/Asisten mrk,0
Oper kontrakan rumah 9menit ke UGM April juni 1 6 saja sudah bersih masi sisa 3 bulan 2 kamar -1 ac -km dalemclost duduk shower -springbed -meja kerja -dapur -include listrik -wifi -24jam -parkir garasi /bisa mobil -perumahan Ruang tamu bisa 2 Bisa 2 orang oper cepet ya,0
